iter	Passed	Remaining
437	1812	2325
438	1814	2319
439	1817	2312
440	1820	2307
441	1822	2301
442	1825	2295
443	1827	2289
444	1830	2282
445	1832	2276
446	1835	2270
447	1837	2264
448	1840	2258
449	1843	2252
450	1845	2246
451	1847	2240
452	1850	2234
453	1852	2228
454	1855	2222
455	1858	2216
456	1860	2210
457	1862	2204
458	1866	2199
459	1872	2198
460	1878	2196
461	1883	2193
462	1889	2191
463	1894	2188
464	1902	2188
465	1907	2186
466	1914	2184
467	1920	2183
468	1925	2180
469	1932	2179
470	1942	2181
471	1952	2184
472	1957	2181
473	1963	2178
474	1968	2175
475	1971	2170
476	1973	2164
477	1979	2161
478	1986	2160
479	1988	2154
480	1991	2149
481	1994	2143
482	1996	2137
483	2000	2132
484	2002	2126
485	2004	2120
486	2007	2114
487	2009	2108
488	2011	2102
489	2014	2096
490	2017	2091
491	2019	2085
492	2022	2079
493	2025	2074
494	2027	2068
495	2029	2062
496	2032	2057
497	2035	2051
498	2037	2045
499	2041	2041
500	2044	2036
501	2047	2031
502	2049	2025
503	2052	2019
504	2055	2014
505	2058	2010
506	2061	2004
507	2065	2000
508	2067	1994
509	2070	1989
510	2075	1985
511	2079	1982
512	2082	1977
513	2085	1971
514	2088	1967
515	2094	1964
516	2100	1962
517	2106	1960
518	2114	1959
519	2135	1970
520	2153	1980
521	2166	1984
522	2182	1990
523	2193	1992
524	2212	2001
525	2223	2003
526	2232	2003
527	2241	2003
528	2244	1998
529	2246	1992
530	2249	1986
531	2252	1981
532	2256	1976
533	2259	1972
534	2262	1966
535	2265	1960
536	2268	1956
537	2271	1950
538	2273	1944
539	2276	1939
540	2279	1933
541	2281	1927
542	2284	1922
543	2288	1918
544	2292	1913
545	2294	1907
546	2298	1903
547	2300	1897
548	2303	1892
549	2306	1887
550	2309	1881
551	2313	1877
552	2318	1873
553	2323	1870
554	2327	1866
555	2332	1862
556	2335	1857
557	2338	1852
558	2340	1846
559	2343	1840
560	2346	1835
561	2348	1830
562	2350	1824
563	2353	1819
564	2357	1814
565	2360	1809
566	2365	1806
567	2374	1805
568	2380	1803
569	2385	1799
570	2389	1795
571	2392	1790
572	2394	1784
573	2397	1779
574	2400	1773
575	2402	1768
576	2407	1764
577	2410	1759
578	2413	1754
579	2417	1750
580	2421	1746
581	2424	1740
582	2426	1735
583	2428	1730
584	2431	1724
585	2433	1719
586	2436	1714
587	2440	1709
588	2442	1704
589	2445	1699
590	2448	1694
591	2450	1689
592	2453	1683
593	2456	1678
594	2458	1673
595	2460	1668
596	2464	1663
597	2466	1658
598	2468	1652
599	2471	1647
600	2474	1642
601	2476	1637
602	2479	1632
603	2482	1627
604	2485	1622
605	2487	1617
606	2490	1612
607	2492	1606
608	2495	1602
609	2497	1596
610	2499	1591
611	2503	1586
612	2505	1581
613	2507	1576
614	2510	1571
615	2513	1566
616	2515	1561
617	2518	1556
618	2520	1551
619	2522	1546
620	2525	1541
621	2528	1536
622	2530	1531
623	2533	1526
624	2536	1521
625	2538	1516
626	2541	1511
627	2543	1506
628	2546	1501
629	2549	1497
630	2551	1492
631	2553	1487
632	2557	1482
633	2576	1487
634	2578	1482
635	2581	1477
636	2584	1472
637	2586	1467
638	2589	1462
639	2591	1457
640	2594	1452
641	2600	1450
642	2605	1446
643	2609	1442
644	2613	1438
645	2615	1433
646	2618	1428
647	2621	1423
648	2623	1419
649	2626	1414
650	2629	1409
651	2631	1404
652	2633	1399
653	2637	1395
654	2644	1392
655	2649	1389
656	2655	1386
657	2662	1383
658	2668	1380
659	2673	1377
660	2682	1375
661	2688	1372
662	2697	1371
663	2702	1367
664	2710	1365
665	2712	1360
666	2715	1355
667	2718	1350
668	2723	1347
669	2729	1344
670	2735	1341
671	2743	1339
672	2749	1336
673	2752	1331
674	2758	1327
675	2760	1322
676	2763	1318
677	2765	1313
678	2768	1308
679	2772	1304
680	2774	1299
681	2777	1295
682	2779	1290
683	2782	1285
684	2786	1281
685	2789	1276
686	2791	1271
687	2794	1267
688	2797	1262
689	2799	1257
690	2803	1253
691	2805	1248
692	2808	1244
693	2811	1239
694	2813	1234
695	2816	1230
696	2819	1225
697	2821	1220
698	2824	1216
699	2826	1211
700	2829	1206
701	2832	1202
702	2834	1197
703	2837	1192
704	2840	1188
705	2843	1184
706	2845	1179
707	2848	1174
708	2851	1170
709	2854	1165
710	2856	1161
711	2859	1156
712	2861	1151
713	2864	1147
714	2866	1142
715	2869	1138
716	2872	1133
717	2875	1129
718	2878	1124
719	2880	1120
720	2882	1115
721	2885	1110
722	2887	1106
723	2890	1101
724	2892	1097
725	2895	1092
726	2897	1088
727	2900	1083
728	2902	1079
729	2905	1074
730	2908	1070
731	2911	1065
732	2913	1061
733	2917	1057
734	2919	1052
735	2923	1048
736	2926	1044
737	2928	1039
738	2933	1036
739	2935	1031
740	2937	1026
741	2941	1022
742	2943	1018
743	2945	1013
744	2948	1009
745	2951	1004
746	2953	1000
747	2956	996
748	2959	991
749	2961	987
750	2964	982
751	2966	978
752	2969	973
753	2972	969
754	2974	965
755	2976	960
756	2979	956
757	2982	952
758	2984	947
759	2987	943
760	2989	938
761	2991	934
762	2995	930
763	2997	925
764	2999	921
765	3002	917
766	3005	912
767	3007	908
768	3010	904
769	3012	899
770	3015	895
771	3018	891
772	3022	887
773	3025	883
774	3027	878
775	3029	874
776	3032	870
777	3034	865
778	3036	861
779	3039	857
780	3042	853
781	3044	848
782	3046	844
783	3049	840
784	3052	836
785	3055	831
786	3057	827
787	3060	823
788	3063	819
789	3065	814
790	3067	810
791	3070	806
792	3072	802
793	3075	797
794	3077	793
795	3079	789
796	3082	785
797	3084	780
798	3087	776
799	3089	772
800	3091	768
801	3094	763
802	3096	759
803	3098	755
804	3101	751
805	3103	747
806	3105	742
807	3108	738
808	3110	734
809	3113	730
810	3115	726
811	3117	721
812	3119	717
813	3122	713
814	3124	709
815	3127	705
816	3132	701
817	3137	698
818	3141	694
819	3146	690
820	3151	687
821	3155	683
822	3161	679
823	3166	676
824	3170	672
825	3179	669
826	3185	666
827	3191	662
828	3196	659
829	3199	655
830	3201	651
831	3211	648
832	3214	644
833	3216	640
834	3219	636
835	3223	632
836	3225	628
837	3228	624
838	3231	620
839	3233	615
840	3237	612
841	3242	608
842	3249	605
843	3255	601
844	3259	597
845	3262	593
846	3264	589
847	3269	585
848	3271	581
849	3274	577
850	3277	573
851	3279	569
852	3282	565
853	3286	561
854	3288	557
855	3291	553
856	3294	549
857	3296	545
858	3299	541
859	3303	537
860	3305	533
861	3308	529
862	3310	525
863	3312	521
864	3315	517
865	3318	513
866	3320	509
867	3323	505
868	3325	501
869	3327	497
870	3330	493
871	3332	489
872	3335	485
873	3337	481
874	3339	477
875	3342	473
876	3344	469
877	3347	465
878	3350	461
879	3353	457
880	3355	453
881	3357	449
882	3360	445
883	3362	441
884	3364	437
885	3366	433
886	3369	429
887	3371	425
888	3374	421
889	3376	417
890	3378	413
891	3381	409
892	3383	405
893	3385	401
894	3388	397
895	3390	393
896	3393	389
897	3395	385
898	3398	381
899	3400	377
900	3402	373
901	3407	370
902	3411	366
903	3413	362
904	3416	358
905	3418	354
906	3420	350
907	3423	346
908	3425	342
909	3428	339
910	3430	335
911	3433	331
912	3435	327
913	3437	323
914	3440	319
915	3442	315
916	3444	311
917	3447	307
918	3449	304
919	3451	300
920	3454	296
921	3456	292
922	3458	288
923	3461	284
924	3463	280
925	3465	276
926	3467	273
927	3470	269
928	3472	265
929	3474	261
930	3477	257
931	3480	253
932	3486	250
933	3489	246
934	3492	242
935	3496	239
936	3499	235
937	3502	231
938	3505	227
939	3507	223
940	3509	220
941	3512	216
942	3514	212
943	3517	208
944	3520	204
945	3523	201
946	3525	197
947	3527	193
948	3530	189
949	3532	185
950	3535	182
951	3537	178
952	3539	174
953	3542	170
954	3544	167
955	3547	163
956	3549	159
957	3552	155
958	3554	151
959	3557	148
960	3559	144
961	3561	140
962	3564	136
963	3566	133
964	3568	129
965	3571	125
966	3573	121
967	3576	118
968	3578	114
969	3581	110
970	3584	107
971	3586	103
972	3589	99
973	3593	95
974	3595	92
975	3598	88
976	3600	84
977	3602	81
978	3604	77
979	3608	73
980	3610	69
981	3613	66
982	3615	62
983	3617	58
984	3620	55
985	3622	51
986	3624	47
987	3627	44
988	3629	40
989	3632	36
990	3634	33
991	3636	29
992	3639	25
993	3641	21
994	3644	18
995	3648	14
996	3650	10
997	3653	7
998	3655	3
999	3657	0
