iter	RMSE
637	104.2576711
638	104.2208077
639	104.1932913
640	104.1573965
641	104.1021505
642	104.0788508
643	104.0522958
644	104.0335964
645	104.003425
646	103.9489238
647	103.8878533
648	103.8354531
649	103.8112905
650	103.7783194
651	103.7200636
652	103.686317
653	103.626015
654	103.5877011
655	103.5430889
656	103.492669
657	103.4447247
658	103.3980104
659	103.3661172
660	103.3013976
661	103.2729498
662	103.2275174
663	103.1909077
664	103.1478855
665	103.1076001
666	103.0778421
667	103.0480071
668	103.0141426
669	102.9835685
670	102.9474294
671	102.9130712
672	102.8999106
673	102.8728754
674	102.8548548
675	102.8235649
676	102.7916361
677	102.7659556
678	102.738612
679	102.6976727
680	102.6774627
681	102.6377879
682	102.5936806
683	102.5518517
684	102.5050173
685	102.493216
686	102.4608531
687	102.4338559
688	102.3969262
689	102.3692592
690	102.318235
691	102.285019
692	102.2659179
693	102.2559697
694	102.2121383
695	102.1803116
696	102.1523741
697	102.1043424
698	102.0457849
699	102.0175944
700	101.9866892
701	101.9649907
702	101.9311222
703	101.8914731
704	101.8496187
705	101.8281384
706	101.786924
707	101.763493
708	101.7181053
709	101.6831631
710	101.6372838
711	101.5957958
712	101.5642036
713	101.5356394
714	101.4885618
715	101.4494782
716	101.3867775
717	101.3446823
718	101.3052961
719	101.2711789
720	101.2236136
721	101.1780745
722	101.1440353
723	101.1020996
724	101.0750522
725	101.0359464
726	101.0066002
727	100.9623164
728	100.9520665
729	100.9207681
730	100.8699854
731	100.8192632
732	100.771294
733	100.7311459
734	100.6853355
735	100.6568271
736	100.5975746
737	100.5703452
738	100.5454317
739	100.5338455
740	100.4965318
741	100.4441487
742	100.4156933
743	100.3928876
744	100.3409399
745	100.3127929
746	100.2904984
747	100.2581057
748	100.2423844
749	100.2183693
750	100.1866524
751	100.1504698
752	100.1159351
753	100.0762898
754	100.0350876
755	99.98446572
756	99.95712108
757	99.91258608
758	99.87527249
759	99.85214925
760	99.82433435
761	99.8140906
762	99.77276409
763	99.73510804
764	99.71297434
765	99.68167395
766	99.66666448
767	99.61789368
768	99.57609226
769	99.54043302
770	99.50630501
771	99.47979692
772	99.44166202
773	99.39954789
774	99.37859209
775	99.34479016
776	99.32680672
777	99.2915748
778	99.2681144
779	99.23389148
780	99.16289259
781	99.13195549
782	99.10771688
783	99.0803809
784	99.05318782
785	99.02491361
786	99.00054464
787	98.95787672
788	98.9143269
789	98.88971633
790	98.83797456
791	98.8076631
792	98.7667472
793	98.72638604
794	98.70222835
795	98.64815918
796	98.59508859
797	98.53325778
798	98.47541282
799	98.43856741
800	98.39616104
801	98.36831478
802	98.32534712
803	98.30529579
804	98.26876872
805	98.24875079
806	98.22576432
807	98.16839094
808	98.15859007
809	98.12640069
810	98.10030371
811	98.0764559
812	98.05166304
813	98.01485178
814	98.00541954
815	97.97620603
816	97.94519597
817	97.91760163
818	97.90368985
819	97.86221687
820	97.82557747
821	97.77752171
822	97.74753903
823	97.72071028
824	97.67623156
825	97.62958982
826	97.58760527
827	97.57094737
828	97.54735582
829	97.49946688
830	97.47105212
831	97.45662942
832	97.43341602
833	97.40764698
834	97.38699356
835	97.34947362
836	97.3269789
837	97.29019974
838	97.25447379
839	97.23241345
840	97.20711305
841	97.19144519
842	97.13924389
843	97.10754897
844	97.07857498
845	97.06115364
846	97.05063667
847	97.01819424
848	96.96547224
849	96.9224023
850	96.87601754
851	96.84585014
852	96.82014357
853	96.78997412
854	96.76214527
855	96.74343419
856	96.71624888
857	96.67825003
858	96.64725291
859	96.610442
860	96.57848681
861	96.55426434
862	96.52665618
863	96.50779637
864	96.4649265
865	96.43898901
866	96.43128555
867	96.41095448
868	96.36026467
869	96.33520367
870	96.31129226
871	96.26498733
872	96.24402164
873	96.19249558
874	96.16263972
875	96.13854039
876	96.11236732
877	96.0801091
878	96.05587386
879	96.03184693
880	96.01322502
881	96.00092742
882	95.97282128
883	95.94316161
884	95.91584752
885	95.86861968
886	95.85086335
887	95.82229572
888	95.77637491
889	95.74916892
890	95.71489819
891	95.69178792
892	95.66881045
893	95.64594263
894	95.62436895
895	95.59614608
896	95.55260629
897	95.52754289
898	95.4898096
899	95.47497575
900	95.45702245
901	95.44188215
902	95.43366331
903	95.40273446
904	95.37094984
905	95.3564775
906	95.3283213
907	95.30006629
908	95.2689927
909	95.25372688
910	95.22899552
911	95.18919949
912	95.17406763
913	95.15237429
914	95.12761427
915	95.10406637
916	95.07078185
917	95.04613209
918	95.03035829
919	94.99658372
920	94.97294736
921	94.94212766
922	94.91466974
923	94.89268644
924	94.87780209
925	94.84047917
926	94.80885394
927	94.78632449
928	94.76206192
929	94.72199302
930	94.69774587
931	94.66833555
932	94.6441303
933	94.60642346
934	94.58375258
935	94.54112706
936	94.51536897
937	94.49381997
938	94.47157934
939	94.43183794
940	94.40322044
941	94.37246637
942	94.34849319
943	94.3196332
944	94.29368784
945	94.25691544
946	94.23965881
947	94.21609043
948	94.20036094
949	94.18502923
950	94.15715313
951	94.13585491
952	94.0968969
953	94.05252042
954	94.03394994
955	94.01592532
956	93.99306611
957	93.96517015
958	93.9348336
959	93.91053142
960	93.88896272
961	93.87028656
962	93.82964508
963	93.80939083
964	93.80004678
965	93.79285339
966	93.77819105
967	93.75129925
968	93.73400357
969	93.71658269
970	93.6905604
971	93.67506603
972	93.6499559
973	93.62717741
974	93.60086021
975	93.56264129
976	93.51192297
977	93.4784895
978	93.46384901
979	93.45639446
980	93.42839441
981	93.41747422
982	93.36329567
983	93.34296798
984	93.30817455
985	93.27495359
986	93.25828336
987	93.23194468
988	93.21065302
989	93.16348738
990	93.11454736
991	93.08180403
992	93.05619632
993	93.03062692
994	92.99669612
995	92.96582661
996	92.92844106
997	92.90960597
998	92.88703875
999	92.86281857
